Tc, nu1, nu2, mu, sigma, skew, kurtosis, mean_sq_err
2.000000, 0.200000, 0.001000, 0.000364088086, 0.004089464445, -0.089561335549, 1.020272743933, 49.345253450290
2.000000, 0.200000, 0.002000, 0.000396026047, 0.004542190263, -0.056054403207, 0.966945721990, 49.725796094751
2.000000, 0.200000, 0.003000, 0.000406271014, 0.004002354694, 0.196104823534, 2.782415699059, 37.809340048230
2.000000, 0.200000, 0.004000, 0.000401692443, 0.003767382421, 0.264709701993, 2.283899922631, 40.954611214648
2.000000, 0.200000, 0.005000, 0.000399177895, 0.005361980788, -0.011072821827, 1.194146680103, 48.145027071898
2.000000, 0.200000, 0.006000, 0.000371497590, 0.004651362999, 0.041443925647, 0.970762692078, 49.717556915500
2.000000, 0.200000, 0.007000, 0.000409582739, 0.004597809566, -0.098619398390, 1.353110979074, 47.034080036670
2.000000, 0.200000, 0.008000, 0.000378431928, 0.005657808413, 0.033554339293, 0.432826480239, 53.579456650051
2.000000, 0.200000, 0.009000, 0.000405468435, 0.006177820574, 0.083004705421, 0.628888515726, 52.165620667981
2.000000, 0.300000, 0.001000, 0.000380230040, 0.004455845854, 0.236108798113, 2.197455661011, 41.499797447021
2.000000, 0.300000, 0.002000, 0.000404181038, 0.003964826912, 0.137838961615, 3.209752866338, 35.214084627097
2.000000, 0.300000, 0.003000, 0.000405706572, 0.004645235760, 0.009856048689, 1.947860971943, 43.063312278319
2.000000, 0.300000, 0.004000, 0.000380906828, 0.004319750327, -0.127699879692, 1.868870631102, 43.560203079966
2.000000, 0.300000, 0.005000, 0.000413738194, 0.005529298772, 0.015090575060, 1.063852653184, 49.058130019903
2.000000, 0.300000, 0.006000, 0.000389330931, 0.005648240830, 0.143935109580, 1.216270329257, 48.027088264586
2.000000, 0.300000, 0.007000, 0.000395566332, 0.005423491465, 0.110138393485, 1.569796335197, 45.601422916290
2.000000, 0.300000, 0.008000, 0.000358339703, 0.005877340267, -0.037390043942, 1.026216001910, 49.312038838324
2.000000, 0.300000, 0.009000, 0.000384018698, 0.005443191565, -0.082290938753, 0.956674261841, 49.794018080631
2.000000, 0.400000, 0.001000, 0.000367314882, 0.004787277734, 0.128402205699, 2.931303400959, 36.881718510624
2.000000, 0.400000, 0.002000, 0.000388958843, 0.004420346399, -0.147904794702, 2.211428090728, 41.326552242468
2.000000, 0.400000, 0.003000, 0.000374639789, 0.005184127753, -0.038033421755, 2.677178934157, 38.403528022280
2.000000, 0.400000, 0.004000, 0.000379872229, 0.005627390117, -0.086861312946, 1.912717220307, 43.277124936510
2.000000, 0.400000, 0.005000, 0.000395617655, 0.005730791217, -0.162884095042, 1.702870621890, 44.658163942802
2.000000, 0.400000, 0.006000, 0.000392564099, 0.005054884658, 0.000648282565, 2.017769836623, 42.604164683662
2.000000, 0.400000, 0.007000, 0.000397058590, 0.006272731329, -0.047510172196, 1.121804288243, 48.641528939687
2.000000, 0.400000, 0.008000, 0.000409409760, 0.006778551556, -0.046675961586, 1.383969553791, 46.830973484274
2.000000, 0.400000, 0.009000, 0.000365683636, 0.006028070331, -0.128290228959, 0.937139715349, 49.925371016441
2.000000, 0.500000, 0.001000, 0.000369868406, 0.004731581113, -0.074733939072, 2.372397565946, 40.308611846206
2.000000, 0.500000, 0.002000, 0.000406578685, 0.004314595150, -0.135079984922, 3.550109960795, 33.171880603174
2.000000, 0.500000, 0.003000, 0.000405178158, 0.004929887819, 0.038405194270, 1.669470206840, 44.914625491853
2.000000, 0.500000, 0.004000, 0.000407105698, 0.006076033124, -0.014779663215, 0.958055582564, 49.795804687820
2.000000, 0.500000, 0.005000, 0.000394268487, 0.005452183549, -0.198887430164, 2.413546181321, 40.032134584723
2.000000, 0.500000, 0.006000, 0.000400076851, 0.005457526038, -0.103352005999, 1.795025983795, 44.052185189658
2.000000, 0.500000, 0.007000, 0.000373053449, 0.006470768471, -0.001494862614, 1.169776026806, 48.316047007622
2.000000, 0.500000, 0.008000, 0.000396100480, 0.005911106349, -0.079293610596, 1.553348047924, 45.674066628176
2.000000, 0.500000, 0.009000, 0.000388173764, 0.006447520625, -0.246564729743, 2.429161786971, 39.929409665590
2.000000, 0.600000, 0.001000, 0.000408456629, 0.005097893204, -0.003260448197, 2.103544828268, 42.045625525871
2.000000, 0.600000, 0.002000, 0.000376627792, 0.004942734259, -0.081240421047, 3.393030286348, 34.090117941348
2.000000, 0.600000, 0.003000, 0.000404923836, 0.006022807299, 0.253454465966, 2.017255831842, 42.672897521480
2.000000, 0.600000, 0.004000, 0.000395918269, 0.006150898708, 0.050090700202, 1.411950600506, 46.658710329419
2.000000, 0.600000, 0.005000, 0.000405225749, 0.005635424874, 0.007709861100, 2.252816754301, 41.085859790937
2.000000, 0.600000, 0.006000, 0.000400654381, 0.006528024154, -0.198204648838, 1.893154033255, 43.392092295861
2.000000, 0.600000, 0.007000, 0.000383718688, 0.006590161566, -0.059631304053, 1.321531327563, 47.256915232067
2.000000, 0.600000, 0.008000, 0.000375405497, 0.007424889868, -0.046583078090, 0.928858591028, 49.996255803425
2.000000, 0.600000, 0.009000, 0.000369496969, 0.006439552428, 0.083492507583, 1.585946549937, 45.486010574754
2.000000, 0.700000, 0.001000, 0.000391307035, 0.005238007158, 0.242578158277, 5.677132817155, 22.139177462386
2.000000, 0.700000, 0.002000, 0.000411050266, 0.005369804296, -0.154400764704, 2.675278730289, 38.398193916744
2.000000, 0.700000, 0.003000, 0.000374149597, 0.005311262534, -0.155887350380, 2.329465192378, 40.570405603600
2.000000, 0.700000, 0.004000, 0.000368751641, 0.006187976865, 0.010257551200, 1.360424460633, 47.002779110334
2.000000, 0.700000, 0.005000, 0.000398577376, 0.006061627747, 0.107893114325, 1.701173007038, 44.718613135816
2.000000, 0.700000, 0.006000, 0.000402838602, 0.006338669303, 0.119219668181, 1.930935781334, 43.199259923428
2.000000, 0.700000, 0.007000, 0.000386709954, 0.007150015148, 0.001005823578, 1.276867386339, 47.575301560996
2.000000, 0.700000, 0.008000, 0.000378732474, 0.007057803906, -0.021378619860, 1.947953503364, 43.056693222573
2.000000, 0.700000, 0.009000, 0.000377740940, 0.007427839297, 0.062124022579, 1.068476855945, 49.035838734136
2.000000, 0.800000, 0.001000, 0.000407166886, 0.006031998550, -0.028371901906, 2.502841485860, 39.492790892223
2.000000, 0.800000, 0.002000, 0.000407029752, 0.005991699482, 0.119169212313, 2.545831250785, 39.255337900081
2.000000, 0.800000, 0.003000, 0.000368914811, 0.005473439733, 0.038792365483, 1.831348319720, 43.836931797598
2.000000, 0.800000, 0.004000, 0.000399826110, 0.005564870928, -0.066226800398, 2.330078403127, 40.579013848381
2.000000, 0.800000, 0.005000, 0.000400647372, 0.005822439141, -0.015100764365, 2.125733122328, 41.899679713591
2.000000, 0.800000, 0.006000, 0.000410587795, 0.006295056667, 0.117829602365, 1.815417001349, 43.960932577814
2.000000, 0.800000, 0.007000, 0.000405403768, 0.006211402720, 0.051912778700, 1.717680603834, 44.595209432880
2.000000, 0.800000, 0.008000, 0.000387459807, 0.007249947103, 0.042794817307, 1.194998630379, 48.150048999767
2.000000, 0.800000, 0.009000, 0.000369590136, 0.006789911013, 0.026311963733, 1.836661061861, 43.799139593844
2.000000, 0.900000, 0.001000, 0.000361884843, 0.005638872097, 0.065964282068, 2.224227859331, 41.281664126017
2.000000, 0.900000, 0.002000, 0.000407181355, 0.005531578810, -0.099501296041, 2.771016864982, 37.814564937321
2.000000, 0.900000, 0.003000, 0.000409473798, 0.005464693933, -0.043592656462, 2.368531762350, 40.338303391159
2.000000, 0.900000, 0.004000, 0.000372279912, 0.006902119724, -0.030204529752, 1.169922226022, 48.309656110465
2.000000, 0.900000, 0.005000, 0.000391369837, 0.006244359096, -0.003494494722, 1.545843683420, 45.738002380741
2.000000, 0.900000, 0.006000, 0.000405962971, 0.005958801727, -0.142347486991, 2.446753640791, 39.828533516521
2.000000, 0.900000, 0.007000, 0.000412266487, 0.007520429588, 0.059723670710, 1.342195685961, 47.138295267087
2.000000, 0.900000, 0.008000, 0.000385352820, 0.007187148227, 0.007372731768, 1.120146473483, 48.663242676973
2.000000, 0.900000, 0.009000, 0.000377294798, 0.007401412670, 0.016045459313, 1.593968343729, 45.417118221240
3.000000, 0.100000, 0.001000, 0.000367066053, 0.004261013640, -0.114713067802, 1.449855224831, 46.370804191928
3.000000, 0.100000, 0.002000, 0.000366509682, 0.005000444596, -0.159379804707, 1.364856944300, 46.945640257545
3.000000, 0.100000, 0.003000, 0.000412164508, 0.005244582734, -0.207538901670, 0.858395677645, 50.474408935557
3.000000, 0.100000, 0.004000, 0.000410653667, 0.005708559679, -0.082720329992, 0.700046745811, 51.620873117536
3.000000, 0.100000, 0.005000, 0.000410512911, 0.005412001649, -0.056756850326, 0.775779055881, 51.082473875778
3.000000, 0.100000, 0.006000, 0.000410549311, 0.006209472509, -0.053143300016, 0.551627791070, 52.697255710246
3.000000, 0.100000, 0.007000, 0.000401528327, 0.006415807680, -0.072188159730, 0.602436273353, 52.326047537093
3.000000, 0.100000, 0.008000, 0.000367747949, 0.006323664114, 0.067228869929, 0.394712732025, 53.866104079105
3.000000, 0.100000, 0.009000, 0.000403651991, 0.006309617100, 0.007564667069, 0.551414277114, 52.709957447716
3.000000, 0.200000, 0.001000, 0.000402909590, 0.005435723945, 0.123007275735, 2.291440239856, 40.865045572543
3.000000, 0.200000, 0.002000, 0.000366391056, 0.006159842553, -0.021236405070, 1.518377132378, 45.920519456740
3.000000, 0.200000, 0.003000, 0.000412367163, 0.005514563589, 0.240515576517, 2.695139734968, 38.360794090240
3.000000, 0.200000, 0.004000, 0.000417629733, 0.007153389523, -0.066419044855, 0.444483656631, 53.475509945991
3.000000, 0.200000, 0.005000, 0.000366865445, 0.005828027869, -0.082662005297, 1.338565073729, 47.136253798473
3.000000, 0.200000, 0.006000, 0.000403899485, 0.007257396873, 0.123754796225, 1.004829651038, 49.497200968378
3.000000, 0.200000, 0.007000, 0.000380268249, 0.006920137254, 0.057244631711, 0.916598584883, 50.103490981637
3.000000, 0.200000, 0.008000, 0.000408131483, 0.008067706988, -0.008976305447, 0.539647446516, 52.792162989023
3.000000, 0.200000, 0.009000, 0.000372098401, 0.007747571189, -0.024752759117, 0.963581192269, 49.754982058376
3.000000, 0.300000, 0.001000, 0.000388625408, 0.006720034571, 0.067254364373, 1.496809588655, 46.085014374702
3.000000, 0.300000, 0.002000, 0.000395946434, 0.006339347808, 0.006546159697, 3.784556701300, 31.858729917385
3.000000, 0.300000, 0.003000, 0.000378601530, 0.007188163298, 0.085388562872, 1.121095655648, 48.673654446501
3.000000, 0.300000, 0.004000, 0.000412280592, 0.007371787484, 0.077896335293, 1.577608538102, 45.540907306852
3.000000, 0.300000, 0.005000, 0.000394447626, 0.006689301052, 0.043595961250, 2.827418355770, 37.494539230127
3.000000, 0.300000, 0.006000, 0.000405089038, 0.008155884247, 0.004371603737, 1.477142517076, 46.205148749898
3.000000, 0.300000, 0.007000, 0.000356937634, 0.007926882656, -0.232822702762, 1.600830096455, 45.335839376508
3.000000, 0.300000, 0.008000, 0.000349985483, 0.008509269658, -0.027164658471, 0.636686709101, 52.086304679115
3.000000, 0.300000, 0.009000, 0.000390812054, 0.008669503206, 0.046813722711, 0.888048056021, 50.303374669071
3.000000, 0.400000, 0.001000, 0.000360924457, 0.006676514939, -0.057109172587, 2.237742104967, 41.170646715603
3.000000, 0.400000, 0.002000, 0.000410080049, 0.005974909501, -0.011849787116, 3.052258306129, 36.120028632301
3.000000, 0.400000, 0.003000, 0.000379633998, 0.008134701570, 0.096046950709, 1.577246739443, 45.547676096914
3.000000, 0.400000, 0.004000, 0.000407468593, 0.007681024111, -0.021622252265, 1.350040777900, 47.067831260954
3.000000, 0.400000, 0.005000, 0.000379105560, 0.007418425667, 0.012651691973, 2.777646030511, 37.793262609241
3.000000, 0.400000, 0.006000, 0.000405187206, 0.007824605373, 0.143400915866, 1.467534200701, 46.302718084238
3.000000, 0.400000, 0.007000, 0.000367987806, 0.008964455892, -0.006779355865, 1.124186324848, 48.632309357120
3.000000, 0.400000, 0.008000, 0.000364536160, 0.008619778888, -0.126996536721, 1.315791657154, 47.286363538404
3.000000, 0.400000, 0.009000, 0.000366341447, 0.008977608295, -0.197440594747, 0.942371315416, 49.880551022593
3.000000, 0.500000, 0.001000, 0.000362482750, 0.006157970086, -0.069843727776, 2.708225808809, 38.206095702100
3.000000, 0.500000, 0.002000, 0.000407108728, 0.006581271012, 0.142384722836, 2.045905202199, 42.453516298973
3.000000, 0.500000, 0.003000, 0.000402466160, 0.007395200705, -0.039548932777, 1.841542167769, 43.754224627542
3.000000, 0.500000, 0.004000, 0.000421987179, 0.006891813720, -0.110921557494, 2.351114117977, 40.438421961094
3.000000, 0.500000, 0.005000, 0.000404903908, 0.008220857805, -0.000597288234, 1.555430349883, 45.673774333381
3.000000, 0.500000, 0.006000, 0.000405695927, 0.007760231362, 0.085301649850, 1.441599638144, 46.464568110910
3.000000, 0.500000, 0.007000, 0.000370766535, 0.008468314741, 0.053287858647, 1.580457370053, 45.516085048299
3.000000, 0.500000, 0.008000, 0.000358354664, 0.008974329558, -0.261432052457, 1.565978805613, 45.568738486570
3.000000, 0.500000, 0.009000, 0.000369467561, 0.008078886638, -0.002376893453, 2.129951260749, 41.874812108062
3.000000, 0.600000, 0.001000, 0.000364474955, 0.007602522854, -0.151968759676, 2.819768371718, 37.508508340667
3.000000, 0.600000, 0.002000, 0.000401397890, 0.007027669669, 0.015890130563, 2.364617288355, 40.374348026218
3.000000, 0.600000, 0.003000, 0.000365388140, 0.009352614293, -0.063348795438, 1.682445177753, 44.808525938550
3.000000, 0.600000, 0.004000, 0.000363425577, 0.008263958736, 0.021365168510, 2.102749907344, 42.055684445003
3.000000, 0.600000, 0.005000, 0.000401216833, 0.008153652915, 0.026461124349, 1.367174479580, 46.959837828793
3.000000, 0.600000, 0.006000, 0.000404168749, 0.008104630056, -0.035469925379, 1.586920352897, 45.454804733328
3.000000, 0.600000, 0.007000, 0.000377705937, 0.009005285794, 0.039009490992, 1.214355787234, 48.015068436257
3.000000, 0.600000, 0.008000, 0.000377655824, 0.009702411708, 0.040193927571, 1.414407911880, 46.639772781032
3.000000, 0.600000, 0.009000, 0.000383216437, 0.009175475644, 0.135992537724, 1.634666346154, 45.171341263603
3.000000, 0.700000, 0.001000, 0.000412527045, 0.007702533649, 0.097577524575, 2.578818857869, 39.043712491538
3.000000, 0.700000, 0.002000, 0.000375589736, 0.007170669483, -0.172216582763, 2.337467997159, 40.517604093554
3.000000, 0.700000, 0.003000, 0.000410756958, 0.006881065027, -0.008874082750, 3.358575465194, 34.303996751121
3.000000, 0.700000, 0.004000, 0.000408467248, 0.009550416815, -0.195988030968, 1.731540091704, 44.463310260479
3.000000, 0.700000, 0.005000, 0.000411096477, 0.008504987321, 0.045452957312, 1.617066198603, 45.267847775249
3.000000, 0.700000, 0.006000, 0.000396625748, 0.008435506514, -0.077199522339, 2.276825212685, 40.917089323772
3.000000, 0.700000, 0.007000, 0.000380994489, 0.008139549160, -0.085555226393, 1.875294162078, 43.523789817322
3.000000, 0.700000, 0.008000, 0.000362910367, 0.010418206512, 0.039752556377, 1.367572166666, 46.959923329108
3.000000, 0.700000, 0.009000, 0.000369103296, 0.010627411865, 0.073227284792, 0.987764543677, 49.604901469811
3.000000, 0.800000, 0.001000, 0.000364024538, 0.006700187191, -0.159489875199, 3.285324618271, 34.711092758773
3.000000, 0.800000, 0.002000, 0.000412000195, 0.006832663829, -0.097519523615, 2.513330961703, 39.415609370066
3.000000, 0.800000, 0.003000, 0.000389761715, 0.008440555226, 0.030523070187, 1.986418454542, 42.815006474703
3.000000, 0.800000, 0.004000, 0.000387235128, 0.008571129578, -0.013683634276, 3.072285473151, 35.999472401796
3.000000, 0.800000, 0.005000, 0.000402534010, 0.009187970863, -0.034506865796, 1.380073364610, 46.859753392311
3.000000, 0.800000, 0.006000, 0.000367237144, 0.008777479618, -0.062977712457, 1.792465448828, 44.075366724190
3.000000, 0.800000, 0.007000, 0.000373015082, 0.010232100082, -0.053007084290, 1.652951027924, 45.007831573486
3.000000, 0.800000, 0.008000, 0.000391221989, 0.010115122356, 0.098681167382, 1.522900903512, 45.915589815631
3.000000, 0.800000, 0.009000, 0.000373024843, 0.010244635590, -0.145063744025, 1.285319485177, 47.493800738597
3.000000, 0.900000, 0.001000, 0.000411062699, 0.006164270047, 0.113101564108, 2.919617845489, 36.948740779724
3.000000, 0.900000, 0.002000, 0.000411818433, 0.008374886391, 0.238038858023, 2.265938218550, 41.060917828015
3.000000, 0.900000, 0.003000, 0.000387742944, 0.008280827335, -0.121548220439, 2.655047303845, 38.527774917606
3.000000, 0.900000, 0.004000, 0.000362051798, 0.007950436623, -0.062253287806, 2.073416289790, 42.230574623316
3.000000, 0.900000, 0.005000, 0.000385586663, 0.009387228360, 0.043376626660, 1.359138932655, 47.018487124011
3.000000, 0.900000, 0.006000, 0.000371482461, 0.009333402056, 0.052437600964, 2.064652327815, 42.309620585793
3.000000, 0.900000, 0.007000, 0.000393777395, 0.008295765082, -0.146854998813, 1.881410228454, 43.475062289443
3.000000, 0.900000, 0.008000, 0.000410026640, 0.008496962750, 0.139620470040, 2.043206275375, 42.470349599115
3.000000, 0.900000, 0.009000, 0.000402969078, 0.010523670330, -0.025711665894, 1.221718080977, 47.951246435170
